name	ingredient	rxcui
pynrip	drospirenone, ethinylestradiol | lactose anhydrous	1307662
pyostacine	pristinamycin	66958
pyrafat	pyrazinamide	8987
pyragamma	pyridoxine hydrochloride	203164
pyralgin	metamizole sodium	1537943
pyralgina gorączka	metamizole magnesium	236464
pyralvex	rhubarb extract	1011033
pyramax	artesunate, pyronaridine	18346
pyramax	artesunate, pyronaridine phosphate	18346
pyranistole	dipyridamole	3521
pyrantel polpharma	pyrantel embonate	8985
pyrantelum medana	pyrantel	8984
pyrantelum medana	pyrantel embonate	8985
pyrantelum polpharma	pyrantel embonate	8985
pyrazinamid extractumpharma	pyrazinamide	8987
pyrazinamid farmapol	pyrazinamide	8987
pyrazinamid jenapharm	pyrazinamide	8987
pyrazinamid krka	pyrazinamide	8987
pyrazinamid pannonpharma	pyrazinamide	8987
pyrazinamid sad	pyrazinamide	8987
pyrazinamide cf	pyrazinamide	8987
pyrazinamide genepharm	pyrazinamide	8987
pyrazinamide krka	pyrazinamide	8987
pyrazinamide morningside healthcare	pyrazinamide	8987
pyrazinamide olainfarm	pyrazinamide	8987
pyridostigmin	pyridostigmine bromide	9001
pyridostigmine bromide horizon pharmaceuticals	pyridostigmine bromide	9001
pyridostigmine bromide mylan	pyridostigmine bromide	9001
pyridostigmine pharmacie centrale des armees	pyridostigmine bromide	9001
pyridostigmine teva	pyridostigmine bromide	9001
pyridoxin inj léčiva	pyridoxine hydrochloride	203164
pyridoxin léčiva	pyridoxine hydrochloride	203164
pyridoxin meda	pyridoxine hydrochloride	203164
pyridoxine hcl teva	pyridoxine hydrochloride	203164
pyridoxine hydrochloride tiofarma	pyridoxine hydrochloride	203164
pyridoxine labaz	pyridoxine hydrochloride	203164
pyridoxine tor generics	pyridoxine hydrochloride	203164
pyridoxine wockhardt uk	pyridoxine hydrochloride	203164
pyrilax	bisacodyl	1596
pyrisept	cetylpyridinium chloride	2287
pyrixip	parecoxib	279950
pyrla	drospirenone, ethinylestradiol	840781
pyrocalm control	omeprazole	7646
pyrogallol smartpractice europe	pyrogallol	9022
pyrogenium	ethanol, anhydrous, lachesis mutus dil. d8, echinacea mother tincture, crotalus horridus dil. d 8, kalium chloricum dil d2, mercurius cyanatus dil d6, pyrogenium nosode dil d8, rhus toxicodendron dil d2, bryonia dil. d2	448
pyron	sodium pyrophosphate, technetium (99mtc) pyrophosphate	1364532
pyroscint	pyrophosphoric acid	1546425
périndopril tert-butylamine zydus	perindopril tert-butylamine	72260
q-pin	quetiapine	51272
q-pin sr	quetiapine	51272
q10	ubidecarenone	21406
q10 forte	ubidecarenone	21406
qiade	ethinylestradiol, levonorgestrel	214558
qizerz	tadalafil	358263
qpain	diclofenac sodium	203214
qsiva	phentermine, topiramate	1302826
qtern	saxagliptin, dapagliflozin	1727500
quadramet	samarium sm-153 lexidronam pentasodium	317675
qualidofta	brimonidine tartrate	39171
quamatel	famotidine	4278
quamatel mini	famotidine	4278
quantalan zuckerfrei	colestyramine	2447
quapianol	quetiapine	51272
quark	ramipril	35296
quasym	methylphenidate hydrochloride	203188
quasym l.p.	methylphenidate hydrochloride	203188
quator	tadalafil	358263
quatrofen	fentanyl	4337
qudix	quetiapine	51272
qudix prolong	quetiapine	51272
quecksilber(ii)-amidchlorid smartpractice europe	mercuric chloride, ammoniated	29542
quedute	dutasteride	228790
quelapin	quetiapine	51272
quensyl	hydroxychloroquine sulfate	153972
quental	quetiapine	51272
quentiax	quetiapine	51272
quentiax sr	quetiapine	51272
quepin	quetiapine	51272
querto	carvedilol	20352
questax	quetiapine	51272
questax prolong	quetiapine	51272
questax xr	quetiapine	51272
questran	colestyramine	2447
questran loc	colestyramine	2447
questran-a	colestyramine	2447
quetamed	quetiapine	51272
quetapo	quetiapine fumarate	221153
quetex	quetiapine	51272
quetex xr	quetiapine	51272
quetiafair	quetiapine	51272
quetiafair 4-daagse startverpakking	quetiapine	51272
quetialan	quetiapine	51272
quetialan 4 tage startpackung	quetiapine	51272
quetialan xr	quetiapine	51272
quetiapin +pharma	quetiapine	51272
quetiapin 1 a pharma	quetiapine	51272
quetiapin 1a farma	quetiapine	51272
quetiapin 1a pharma	quetiapine	51272
quetiapin 4 tage startpackung g.l.	quetiapine	51272
quetiapin abz	quetiapine	51272
quetiapin accord	quetiapine	51272
quetiapin actavis	quetiapine	51272
quetiapin al	quetiapine	51272
quetiapin aristo	quetiapine	51272
quetiapin aurobindo	quetiapine	51272
quetiapin beta	quetiapine	51272
quetiapin devatis	quetiapine	51272
quetiapin fair-med	quetiapine	51272
quetiapin fair-med healthcare	quetiapine	51272
quetiapin g.l.	quetiapine	51272
quetiapin genericon	quetiapine	51272
quetiapin gerot	quetiapine	51272
quetiapin glenmark	quetiapine	51272
quetiapin hcs	quetiapine	51272
quetiapin hexal	quetiapine	51272
quetiapin hormosan	quetiapine	51272
quetiapin krka	quetiapine	51272
quetiapin lannacher	quetiapine	51272
quetiapin lesvi	quetiapine	51272
quetiapin medical valley	quetiapine	51272
quetiapin mylan	quetiapine	51272
quetiapin mylan generics [uk]	quetiapine	51272
quetiapin neuraxpharm	quetiapine	51272
quetiapin neuropharma	quetiapine	51272
quetiapin orion	quetiapine	51272
quetiapin passauer	quetiapine	51272
quetiapin puren	quetiapine	51272
quetiapin qualigen	quetiapine	51272
quetiapin ratiopharm	quetiapine	51272
quetiapin ratiopharm	quetiapine fumarate	221153
quetiapin retard heumann	quetiapine	51272
quetiapin retard sandoz	quetiapine	51272
quetiapin retard teva	quetiapine	51272
quetiapin sandoz	quetiapine	51272
quetiapin sr zentiva	quetiapine fumarate	221153
quetiapin stada	quetiapine	51272
quetiapin tad	quetiapine	51272
quetiapin teva	quetiapine	51272
quetiapin zentiva	quetiapine fumarate	221153
quetiapin ”mylan”	quetiapine	51272
quetiapina	quetiapine	51272
quetiapina accord	quetiapine	51272
quetiapina alter	quetiapine	51272
quetiapina alter	quetiapine fumarate	221153
quetiapina amneal	quetiapine	51272
quetiapina anfarm	quetiapine	51272
quetiapina apotex	quetiapine fumarate	221153
quetiapina aristo	quetiapine	51272
quetiapina aurobindo	quetiapine	51272
quetiapina aurovitas	quetiapine	51272
quetiapina aurovitas pharma	quetiapine	51272
quetiapina azevedos	quetiapine fumarate	221153
quetiapina bluefish	quetiapine	51272
quetiapina bluelife	quetiapine	51272
quetiapina bluepharma	quetiapine	51272
quetiapina bravet	quetiapine	51272
quetiapina ciclum	quetiapine	51272
quetiapina ciclum	quetiapine fumarate	221153
quetiapina cinfa	quetiapine	51272
quetiapina cinfa	quetiapine fumarate	221153
quetiapina combino pharm	quetiapine	51272
quetiapina combix	quetiapine	51272
quetiapina daquimed - comércio de produtos farmacêuticos, s.a.	quetiapine fumarate	221153
quetiapina doc	quetiapine	51272
quetiapina doc generici	quetiapine fumarate	221153
quetiapina eg	quetiapine	51272
quetiapina embalagem de início de 4 dias cinfa	quetiapine	51272
quetiapina eurogenerici	quetiapine	51272
quetiapina fair- med	quetiapine	51272
quetiapina fair-med	quetiapine	51272
quetiapina farmoz	quetiapine	51272
quetiapina generis	quetiapine	51272
quetiapina generis phar	quetiapine	51272
quetiapina germed pharma	quetiapine	51272
quetiapina kern pharma	quetiapine	51272
quetiapina krka	quetiapine	51272
quetiapina kventiax	quetiapine	51272
quetiapina lp labesfal	quetiapine	51272
quetiapina mabo	quetiapine	51272
quetiapina mylan	quetiapine	51272
quetiapina mylan generics	quetiapine	51272
quetiapina normon	quetiapine	51272
quetiapina orion	quetiapine	51272
quetiapina pensa	quetiapine	51272
quetiapina pentafarma	quetiapine	51272
quetiapina pharma combix	quetiapine	51272
quetiapina qualigen	quetiapine	51272
quetiapina qualigen farma	quetiapine	51272
quetiapina qualigen medica	quetiapine	51272
quetiapina ratio	quetiapine	51272
quetiapina ratiopharm	quetiapine	51272
quetiapina ratiopharm	quetiapine fumarate	221153
quetiapina rocoz	quetiapine	51272
quetiapina sandoz	quetiapine	51272
quetiapina sandoz bv	quetiapine	51272
quetiapina sandoz farmacéutica	quetiapine	51272
quetiapina sandoz gmbh	quetiapine	51272
quetiapina sfip	quetiapine	51272
quetiapina sr alter	quetiapine	51272
quetiapina sr rocoz	quetiapine	51272
quetiapina sr tolife	quetiapine	51272
quetiapina sr zentiva	quetiapine fumarate	221153
quetiapina stada	quetiapine	51272
quetiapina tad	quetiapine	51272
quetiapina tarbis	quetiapine	51272
quetiapina tecnigen	quetiapine	51272
quetiapina teva	quetiapine	51272
quetiapina teva	quetiapine fumarate	221153
quetiapina teva italia	quetiapine	51272
quetiapina teva pharma	quetiapine	51272
quetiapina tolife	quetiapine	51272
quetiapina vianex	quetiapine	51272
quetiapina vida	quetiapine	51272
quetiapina zentiva	quetiapine fumarate	221153
quetiapine	quetiapine	51272
quetiapine 4-daagse startverpakking fair-med	quetiapine	51272
quetiapine accord	quetiapine	51272
quetiapine accord	quetiapine fumarate	221153
quetiapine accord healthcare	quetiapine	51272
quetiapine actavis	quetiapine	51272
quetiapine alissa healthcare research	quetiapine	51272
quetiapine apotex	quetiapine fumarate	221153
quetiapine aristo	quetiapine	51272
quetiapine aurobindo	quetiapine	51272
quetiapine aurobindo pharma malta	quetiapine	51272
quetiapine cf	quetiapine	51272
quetiapine crescent pharma	quetiapine	51272
quetiapine dawa	quetiapine	51272
quetiapine edest intas third party sales	quetiapine	51272
quetiapine eg	quetiapine	51272
quetiapine eg lp	quetiapine	51272
quetiapine fair-med	quetiapine	51272
quetiapine fumarate ratiopharm	quetiapine	51272
quetiapine generics	quetiapine	51272
quetiapine generics [uk]	quetiapine	51272
quetiapine hec pharm	quetiapine	51272
quetiapine jubilant	quetiapine	51272
quetiapine krka	quetiapine	51272
quetiapine lp accord	quetiapine	51272
quetiapine lp accord healthcare	quetiapine	51272
quetiapine lp altiso	quetiapine	51272
quetiapine lp arrow	quetiapine fumarate	221153
quetiapine lp biogaran	quetiapine	51272
quetiapine lp cristers	quetiapine fumarate	221153
quetiapine lp evolugen	quetiapine fumarate	221153
quetiapine lp krka	quetiapine	51272
quetiapine lp ranbaxy	quetiapine	51272
quetiapine lp sandoz	quetiapine	51272
quetiapine lp zentiva	quetiapine fumarate	221153
quetiapine medical valley	quetiapine	51272
quetiapine mylan	quetiapine	51272
quetiapine mylan	quetiapine fumarate	221153
quetiapine mylan pharma  lp	quetiapine	51272
quetiapine neuraxpharm	quetiapine	51272
quetiapine orion	quetiapine	51272
quetiapine polpharma	quetiapine	51272
quetiapine ranbaxy	quetiapine	51272
quetiapine ratiopharm	quetiapine	51272
quetiapine ratiopharm	quetiapine fumarate	221153
quetiapine retard aurobindo	quetiapine	51272
quetiapine retard eg	quetiapine	51272
quetiapine retard mylan	quetiapine	51272
quetiapine retard teva	quetiapine	51272
quetiapine retard teva	quetiapine fumarate	221153
quetiapine rosemont	quetiapine	51272
quetiapine rosemont	quetiapine fumarate	221153
quetiapine rowex	quetiapine	51272
quetiapine sandoz	quetiapine	51272
quetiapine sandoz ltd	quetiapine	51272
quetiapine sr sandoz	quetiapine	51272
quetiapine starterpack fair-med	quetiapine	51272
quetiapine tad	quetiapine	51272
quetiapine teva	quetiapine	51272
quetiapine teva	quetiapine fumarate	221153
quetiapine teva 200 mg teva	quetiapine	51272
quetiapine teva uk	quetiapine	51272
quetiapine torrent	quetiapine fumarate	221153
quetiapine torrent pharma (uk)	quetiapine	51272
quetiapine torrent pharma (uk)	quetiapine fumarate	221153
quetiapine xr astrazeneca	quetiapine	51272
quetiapine xr teva	quetiapine	51272
quetiapine ”mylan”	quetiapine	51272
quetiapine ”teva”, filmovertrukne tabletter teva	quetiapine	51272
quetiapină accord	quetiapine	51272
quetiapină teva	quetiapine	51272
quetiapină zentiva	quetiapine fumarate	221153
quetra	levetiracetam	114477
quettor xl	quetiapine	51272
quiedorm	quazepam	35185
quietiline	bromazepam	1749
quilla simplex	ammonium chloride, quillaia extract	712
quilonorm retard	lithium carbonate	42351
quilonum retard	lithium carbonate	42351
quimbo	levodropropizine	52014
quimea	hydrochlorothiazide, quinapril	261417
quimodia	imiquimod	59943
quinagolide aspire pharma	quinagolide	76887
quinaplus	hydrochlorothiazide, quinapril	261417
quinapril apotex	quinapril	35208
quinapril arrow	quinapril	35208
quinapril biogaran	quinapril	35208
quinapril cf	quinapril	35208
quinapril comp	hydrochlorothiazide, quinapril	261417
quinapril e idroclorotiazide mylan generics	hydrochlorothiazide, quinapril	261417
quinapril eg	quinapril	35208
quinapril hasco	quinapril hydrochloride	235759
quinapril hydrochlorothiazide eg	hydrochlorothiazide, quinapril	261417
quinapril idroclorotiazide aurobindo	quinapril hydrochloride, hydrochlorothiazide	261417
quinapril idroclorotiazide eg	hydrochlorothiazide, quinapril	261417
quinapril idroclorotiazide sandoz	hydrochlorothiazide, quinapril	261417
quinapril idroclorotiazide zentiva	hydrochlorothiazide, quinapril	261417
quinapril mylan	quinapril	35208
quinapril normon	quinapril	35208
quinapril tamarang	quinapril	35208
quinapril teva	quinapril	35208
quinapril teva	quinapril hydrochloride	235759
quinapril teva	quinapril hydrochloride, hydrochlorothiazide	261417
quinapril zentiva	quinapril hydrochloride	235759
quinapril/hct cf	hydrochlorothiazide, quinapril	261417
quinapril/hidroclorotiazida aurobindo	quinapril hydrochloride, hydrochlorothiazide	261417
quinapril/hydrochloorthiazide aurobindo	hydrochlorothiazide, quinapril	261417
quinapril/hydrochlorothiazid aurobindo	quinapril hydrochloride, hydrochlorothiazide	261417
quinapril/hydrochlorothiazide arrow	quinapril hydrochloride, hydrochlorothiazide	261417
quinapril/hydrochlorothiazide arrow lab	quinapril hydrochloride, hydrochlorothiazide	261417
quinapril/hydrochlorothiazide aurobindo pharma (malta)	hydrochlorothiazide, quinapril	261417
quinapril/hydrochlorothiazide mylan	hydrochlorothiazide, quinapril	261417
quinazide	quinapril hydrochloride, hydrochlorothiazide	261417
quinazil	quinapril hydrochloride	235759
quinimax	quinidine gluconate, cinchonidine hydrochloride, cinchonine hydrochloride, quinine gluconate	35220
quinimax	quinidine hydrochloride, quinine hydrochloride, cinchonidine hydrochloride, cinchonine hydrochloride	9074
quinina labesfal	quinine dihydrochloride	388472
quinina labesfal	quinine sulfate	9075
quinine bisulfate bristol laboratories	quinine bisulfate	9073
quinine bisulfate strides pharma uk	quinine bisulfate	9073
quinine bisulphate 300 mg tablets genethics europe	quinine bisulfate	9073
quinine bisulphate beximco pharma uk	quinine bisulfate	9073
quinine renaudin	quinine hydrochloride	9074
quinine sulfate accord-uk	quinine sulfate	9075
quinine sulfate bristol laboratories	quinine sulfate	9075
quinine sulfate dalkeith	quinine sulfate	9075
quinine sulfate strides pharma uk	quinine sulfate	9075
quinine sulfate strides pharma uk ltd	quinine sulfate	9075
quinine sulfate teva uk	quinine sulfate	9075
quinine sulfate wockhardt uk	quinine sulfate	9075
quinine sulphate genethics europe	quinine sulfate	9075
quinine sulphate remedica	quinine sulfate	9075
quinine sulphate teva	quinine sulfate	9075
quinofree	ofloxacin	7623
quinostasa	hydroquinone	5509
quinox	ciprofloxacin	2551
quinsair	levofloxacin	82122
quintasa sachet	mesalazine	52582
quintor	ciprofloxacin	2551
quinux	methotrexate	6851
quiralam	dexketoprofen	237162
quiralam	dexketoprofen trometamol	233386
quirgel	dexketoprofen	237162
quitaxon	doxepin hydrochloride	203179
quitoso	permethrin	33199
qumataan	amoxicillin, clavulanic acid	19711
quocin	acetic acid, salicylic acid	690205
